old_hash_id,hash_id,author_name,content,source_url,source_name,title,important,image_url,shortened_url,created_at,score,category_names,relevancy_tags,tenant,fb_object_id,fb_like_count,country_code,impressive_score,targeted_city,gallery_image_urls,full_gallery_urls,bottom_headline,bottom_text,darker_fonts,bottom_panel_link,ads_vendor_tag,bottom_type,byline_1,byline_2,version,position_start_time,position_expire_time,trackers,dfp_tags,dont_show_ad,poll_tenant,crypto_coin_preference,is_overlay_supported,news_type,is_muted,video_audio_type,auto_play_type,show_in_video_feed_only,similar_threshold,is_similar_feed_available,show_publisher_info,is_profile_clickable,publisher_interaction_meta,capsule_image_url,capsule_custom_card_id,capsule_custom_card_url,capsule_campaign,is_youtube_video,fetch_date,create_date
belgian-woman-raped--abandoned-with-hands---legs-tied-in-islamabad-1723654830883,rqkaa2xd-1,System User,"In a harrowing incident, a Belgian woman was allegedly abandoned after being sexually assaulted in Islamabad, Pakistan. The woman was found with her hands and legs tied with rope as she was sexually assaulted and left by a few unidentified individuals in the G-6 area of Islamabad. A local informed the police after noticing the woman.",https://www.freepressjournal.in/world/pakistan-belgian-woman-found-abandoned-with-hands-legs-tied-after-being-raped-for-5-days-in-islamabad?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle,Free Press Journal,"Belgian woman raped, abandoned with hands & legs tied in Islamabad",False,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2024/08_aug/14_wed/img_1723654801753_307.jpg?,https://shrts.in/6mneG,2024-08-14 17:00:30,800,world,,ENGLISH,,0,IN,12.28,,,,Tap to know more,Tap here to read more,False,https://www.freepressjournal.in/amp/world/pakistan-belgian-woman-found-abandoned-with-hands-legs-tied-after-being-raped-for-5-days-in-islamabad?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,,DEFAULT,"[{'type': 'TEXT', 'text': 'swipe left for more at Free Press Journal / '}, {'type': 'TIME'}]","[{'type': 'TEXT', 'text': 'swipe left for more at Free Press Journal / '}, {'type': 'TIME'}]",0,1970-01-01T00:00:00Z,1970-01-01T00:00:00Z,[],"score:800,news:default,cat:world,hash:8",False,ENGLISH,,False,NEWS,False,USER_SPECIFIED_AUDIO,AUTO_PLAY_USER_SPECIFIED,False,0,False,False,False,"{'user_id': '1HXvhqnAOibfhzEGmzJsV5fHeWy2', 'is_publisher_followed': False, 'show_follow_button': True}",,,,,False,2024-08-15,2024-08-14
who-are-the-potential-candidates-to-be-next-japanese-pm--1723656622668,ukkwf5zt-1,Ankush Verma,"Japanese Prime Minister Fumio Kishida has said he would step down as Prime Minister next month. The potential candidates to be next Japanese PM are former defence minister Shigeru Ishiba, Toshimitsu Motegi, who has held several cabinet posts and former environment minister Shinjiro Koizumi. Minister of Foreign Affairs Yoko Kamikawa is also among the potential candidates.",https://www.reuters.com/world/japan/potential-candidates-be-next-japanese-prime-minister-2024-08-14/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,Reuters,Who are the potential candidates to be next Japanese PM?,False,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2024/08_aug/14_wed/img_1723655447859_237.jpg?,https://shrts.in/FMHCv,2024-08-14 17:30:22,800,world,world,ENGLISH,,0,IN,12.29,,,,To see other potential candidates,Tap here,True,https://www.reuters.com/world/japan/potential-candidates-be-next-japanese-prime-minister-2024-08-14/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,,DEFAULT,"[{'type': 'TEXT', 'text': 'swipe left for more at Reuters / '}, {'type': 'TIME'}]","[{'type': 'TEXT', 'text': 'short by '}, {'type': 'TEXT', 'text': 'Ankush Verma'}]",0,1970-01-01T00:00:00Z,2024-08-15T17:10:50.316Z,[],"score:800,news:default,cat:world,hash:7,noads:true",True,ENGLISH,,False,NEWS,False,USER_SPECIFIED_AUDIO,AUTO_PLAY_USER_SPECIFIED,False,0,False,False,False,"{'user_id': 'TEzH3iHxzBXqfOZSeyPEbxwkAA62', 'is_publisher_followed': False, 'show_follow_button': True}",,,,,False,2024-08-15,2024-08-14
padma-shri-winning-filmmaker-ritwik-ghatak-s-ancestral-home-razed-in-bangladesh-1723654188321,3a0wkbvs-1,Daisy Mowke,"The ancestral home of Ritwik Ghatak, a critically-acclaimed, National Award winning filmmaker and Padma Shri recipient, was razed to the ground in Bangladesh's Rajshahi. A report said Rajshahi Homoeopathic Medical College ordered the razing of the structure. But college authorities said that some former students began the process of razing the historic and cultural landmark last week.",https://www.news18.com/amp/world/bangladesh-padma-shri-winning-filmmaker-ritwik-ghataks-ancestral-home-razed-students-involved-say-authorities-9016113.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,News18,Padma Shri-winning filmmaker Ritwik Ghatak's ancestral home razed in Bangladesh,False,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2024/08_aug/14_wed/img_1723652279984_427.jpg?,https://shrts.in/zdx7G,2024-08-14 16:49:48,800,world,world,ENGLISH,,0,IN,12.27,,,,Ghatak was originally born in Dhaka,Tap to know more,True,https://www.news18.com/amp/world/bangladesh-padma-shri-winning-filmmaker-ritwik-ghataks-ancestral-home-razed-students-involved-say-authorities-9016113.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,,DEFAULT,"[{'type': 'TEXT', 'text': 'swipe left for more at News18 / '}, {'type': 'TIME'}]","[{'type': 'TEXT', 'text': 'short by '}, {'type': 'TEXT', 'text': 'Daisy Mowke'}]",0,1970-01-01T00:00:00Z,2024-08-15T16:35:54.384Z,[],"score:800,news:default,cat:world,hash:7,noads:true",True,ENGLISH,,False,NEWS,False,USER_SPECIFIED_AUDIO,AUTO_PLAY_USER_SPECIFIED,False,0,False,False,False,"{'user_id': 'TEzH3iHxzBXqfOZSeyPEbxwkAA62', 'is_publisher_followed': False, 'show_follow_button': True}",,,,,False,2024-08-15,2024-08-14
gurucharan-asked-his--tmkoc--replacement-to-be-fired--reports----1723636862614,bb2xmall-1,Udit Gupta,"Actor Gurucharan Singh asked the makers of 'Taarak Mehta Ka Ooltah Chashmah' to fire his replacement, Balvinder Singh Suri, on the show, according to a report. However, the show's producer Asit Kumarr Modi rejected his request. ""This isn't how it works. Asit had no reason to remove Balvinder suddenly and so he clearly said...no,"" a source was quoted as saying. 
  ",https://indianexpress.com/article/entertainment/television/unprofessional-gurucharan-singh-asked-for-his-replacement-on-tmkoc-to-be-fired-actor-admits-he-asked-asit-kumarr-modi-for-clarity-9513639/lite/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,The Indian Express,Gurucharan asked his 'TMKOC' replacement to be fired: Reports   ,False,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2024/08_aug/14_wed/img_1723634186239_890.jpg?,https://shrts.in/SYCP7,2024-08-14 12:01:02,600,entertainment,entertainment,ENGLISH,,0,IN,11.370000000000001,,,,Gurucharan left the show in 2020  ,Tap to read more  ,True,https://indianexpress.com/article/entertainment/television/unprofessional-gurucharan-singh-asked-for-his-replacement-on-tmkoc-to-be-fired-actor-admits-he-asked-asit-kumarr-modi-for-clarity-9513639/lite/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,,DEFAULT,"[{'type': 'TEXT', 'text': 'swipe left for more at The Indian Express / '}, {'type': 'TIME'}]","[{'type': 'TEXT', 'text': 'short by '}, {'type': 'TEXT', 'text': 'Udit Gupta'}]",0,1970-01-01T00:00:00Z,2024-08-15T11:16:53.29Z,[],"score:600,news:default,cat:entertainment,hash:2,noads:true",True,ENGLISH,,False,NEWS,False,USER_SPECIFIED_AUDIO,AUTO_PLAY_USER_SPECIFIED,False,0,False,False,False,"{'user_id': 'TEzH3iHxzBXqfOZSeyPEbxwkAA62', 'is_publisher_followed': False, 'show_follow_button': True}",,,,,False,2024-08-15,2024-08-14
i-d-love-to-direct-3-khans--explore-their-artistic-side--kangana---1723634463066,vbuyrf1g-1,Udit Gupta,"Kangana Ranaut said she would love to produce and direct a film featuring Shah Rukh Khan, Salman Khan and Aamir Khan. She added, ""I think there's a very artistic side to...them...And I would love to explore that with (them)."" ""I would also love to show the talented side of theirs, wherein they can act, and also look good,"" Kangana said. ",https://www.hindustantimes.com/entertainment/bollywood/kangana-ranaut-wants-to-show-shah-rukh-khan-salman-khan-aamir-khan-can-act-and-look-good-in-a-film-directed-by-her-101723627081902-amp.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,Hindustan Times,"I'd love to direct 3 Khans, explore their artistic side: Kangana  ",False,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2024/08_aug/14_wed/img_1723633217677_29.jpg?,https://shrts.in/iZgRw,2024-08-14 11:21:03,600,entertainment,bollywood,ENGLISH,,0,IN,11.360000000000001,,,,'Regret not being able to direct Irfan Khan' ,Tap to know what more Kangana said ,True,https://www.hindustantimes.com/entertainment/bollywood/kangana-ranaut-wants-to-show-shah-rukh-khan-salman-khan-aamir-khan-can-act-and-look-good-in-a-film-directed-by-her-101723627081902-amp.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,,DEFAULT,"[{'type': 'TEXT', 'text': 'swipe left for more at Hindustan Times / '}, {'type': 'TIME'}]","[{'type': 'TEXT', 'text': 'short by '}, {'type': 'TEXT', 'text': 'Udit Gupta'}]",0,1970-01-01T00:00:00Z,2024-08-15T10:59:25.165Z,[],"score:600,news:default,cat:entertainment,hash:8",False,ENGLISH,,False,NEWS,False,USER_SPECIFIED_AUDIO,AUTO_PLAY_USER_SPECIFIED,False,0,False,False,False,"{'user_id': 'TEzH3iHxzBXqfOZSeyPEbxwkAA62', 'is_publisher_followed': False, 'show_follow_button': True}",,,,,False,2024-08-15,2024-08-14
hang-him-by-his-b------parineeti-on-rape-murder-of-doctor-in-wb-1723655282984,pctyl9l8-1,Nakul Ahuja,"Actress Parineeti Chopra has reacted to the rape and murder of a woman doctor in Kolkata. Reacting to a post about the case, Parineeti wrote, ""If it is too difficult for you to read, imagine what it was for HER! Disgusting. Horrific. Hang him by his b****!!"" A civic volunteer, who is an accused in the case, has been arrested.",https://www.freepressjournal.in/amp/entertainment/hang-him-by-his-bs-parineeti-chopra-strongly-reacts-to-horrific-kolkata-rape-murder-case?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,Free Press Journal,Hang him by his b****: Parineeti on rape-murder of doctor in WB,False,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2024/08_aug/14_wed/img_1723653984073_547.jpg?,https://shrts.in/8viMJ,2024-08-14 17:08:02,600,"entertainment,national","national,entertainment",ENGLISH,,0,IN,11.38,,,,The case has been transferred to the CBI ,Tap to read more ,True,https://www.freepressjournal.in/amp/entertainment/hang-him-by-his-bs-parineeti-chopra-strongly-reacts-to-horrific-kolkata-rape-murder-case?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,,DEFAULT,"[{'type': 'TEXT', 'text': 'swipe left for more at Free Press Journal / '}, {'type': 'TIME'}]","[{'type': 'TEXT', 'text': 'short by '}, {'type': 'TEXT', 'text': 'Nakul Ahuja'}]",0,1970-01-01T00:00:00Z,2024-08-15T17:07:18.04Z,[],"score:600,news:default,cat:entertainment,cat:national,hash:1,noads:true",True,ENGLISH,,False,NEWS,False,USER_SPECIFIED_AUDIO,AUTO_PLAY_USER_SPECIFIED,False,0,False,False,False,"{'user_id': 'TEzH3iHxzBXqfOZSeyPEbxwkAA62', 'is_publisher_followed': False, 'show_follow_button': True}",,,,,False,2024-08-15,2024-08-14
meek--worries--frets--has-to-bluff--hussain-on-eng-s-ollie-pope-1723654437606,knpszwdi-1,Arnab Mukherji ,"Former England captain Nasser Hussain termed Ollie Pope, the vice-captain of the English men's Test team, as a meek man who worries and frets. ""You can see that in his batting. Pope has to bluff it...Ben Stokes does not bluff it,"" he stated. ""Pope has been brought up in the school of Stokes and Brendon McCullum,"" he said.",https://www.sportskeeda.com/cricket/news-a-bit-worrier-bit-fretter-nasser-hussain-ollie-pope-ahead-england-captaincy-debut?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,Sportskeeda,"Meek, worries, frets, has to bluff: Hussain on Eng's Ollie Pope",False,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2024/08_aug/14_wed/img_1723652165270_71.jpg?,https://shrts.in/9QRR8,2024-08-14 16:53:57,600,"sports,cricket",cricket,ENGLISH,,0,IN,10.95,,,,Pope will lead Eng in their Tests vs Sri Lanka,Tap to know more,True,https://www.sportskeeda.com/cricket/news-a-bit-worrier-bit-fretter-nasser-hussain-ollie-pope-ahead-england-captaincy-debut?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,,DEFAULT,"[{'type': 'TEXT', 'text': 'swipe left for more at Sportskeeda / '}, {'type': 'TIME'}]","[{'type': 'TEXT', 'text': 'short by '}, {'type': 'TEXT', 'text': 'Arnab Mukherji '}]",0,1970-01-01T00:00:00Z,2024-08-15T16:43:42.994Z,[],"score:600,news:default,cat:sports,cat:cricket,hash:4",False,ENGLISH,,False,NEWS,False,USER_SPECIFIED_AUDIO,AUTO_PLAY_USER_SPECIFIED,False,0,False,False,False,"{'user_id': 'TEzH3iHxzBXqfOZSeyPEbxwkAA62', 'is_publisher_followed': False, 'show_follow_button': True}",,,,,False,2024-08-15,2024-08-14
i-don-t-think-pak-s-cricket-identity-will-resolve-now--gillespie-1723656385690,seqbuiqg-1,Arnab Mukherji ,"Pakistan's current head coach in Test cricket Jason Gillespie said he doesn't think Pakistan's identity in cricket will be resolved right now. ""There are varying surfaces and conditions depending on whether you're in the north or south of Pakistan,"" he added. ""It will be a process to figure out exactly what surfaces we want to play on,"" he stated.",https://www.republicworld.com/sports/cricket/pakistan-bowling-coach-jason-gillespie-highlights-big-issue-with-the-pcb?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts#google_vignette,Republic World,I don't think Pak's cricket identity will resolve now: Gillespie,False,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2024/08_aug/14_wed/img_1723653659625_516.jpg?,https://shrts.in/AiWyu,2024-08-14 17:26:25,600,"sports,cricket",cricket,ENGLISH,,0,IN,10.96,,,,'We need to be flexible and adaptable',Tap to know what more Jason Gillespie said,True,https://www.republicworld.com/sports/cricket/pakistan-bowling-coach-jason-gillespie-highlights-big-issue-with-the-pcb?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts#google_vignette,,DEFAULT,"[{'type': 'TEXT', 'text': 'swipe left for more at Republic World / '}, {'type': 'TIME'}]","[{'type': 'TEXT', 'text': 'short by '}, {'type': 'TEXT', 'text': 'Arnab Mukherji '}]",0,1970-01-01T00:00:00Z,2024-08-15T17:12:57.057Z,[],"score:600,news:default,cat:sports,cat:cricket,hash:3",False,ENGLISH,,False,NEWS,False,USER_SPECIFIED_AUDIO,AUTO_PLAY_USER_SPECIFIED,False,0,False,False,False,"{'user_id': 'TEzH3iHxzBXqfOZSeyPEbxwkAA62', 'is_publisher_followed': False, 'show_follow_button': True}",,,,,False,2024-08-15,2024-08-14
you-are-a-champion--we-are-proud-of-you--munaf-patel-on-vinesh-1723656913612,d8h2pvw5-1,Arnab Mukherji ,"Reacting to the Court of Arbitration for Sport (CAS) dismissing Vinesh Phogat's appeal resulting in her not being awarded joint silver medal, ex-India pacer Munaf Patel tweeted, ""Not [the] news we all wanted to hear."" ""But @Phogat_Vinesh, you are a champion for us and we are proud of you [and] your efforts,"" he added.",https://x.com/munafpa99881129/status/1823756831484993655?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,X,"You are a champion, we are proud of you: Munaf Patel on Vinesh",False,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2024/08_aug/14_wed/img_1723654094837_893.jpg?,https://shrts.in/t6Pey,2024-08-14 17:35:13,600,"sports,experiment,OLYMPICS_2024",sports,ENGLISH,,0,IN,10.97,,,,Vinesh was disqualified from gold medal bout,She was competing at Paris Olympics,True,https://x.com/munafpa99881129/status/1823756831484993655?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,,DEFAULT,"[{'type': 'TEXT', 'text': 'swipe left for more at X / '}, {'type': 'TIME'}]","[{'type': 'TEXT', 'text': 'short by '}, {'type': 'TEXT', 'text': 'Arnab Mukherji '}]",0,1970-01-01T00:00:00Z,2024-08-15T17:34:35.431Z,[],"score:600,news:default,cat:sports,cat:experiment,cat:OLYMPICS_2024,hash:8",False,ENGLISH,,False,NEWS,False,USER_SPECIFIED_AUDIO,AUTO_PLAY_USER_SPECIFIED,False,0,False,False,False,"{'user_id': 'TEzH3iHxzBXqfOZSeyPEbxwkAA62', 'is_publisher_followed': False, 'show_follow_button': True}",,,,,False,2024-08-15,2024-08-14
indian-hockey-team-s-bronze-medal-is-equal-to-gold-medal--tirkey-1723659357289,jqsckkmv-1,Arnab Mukherji ,"Hockey India President Dilip Tirkey said he considers the Indian men's hockey team's bronze medal at the Paris Olympics equivalent to winning a gold medal. ""Winning back-to-back Olympic bronze medals is a huge thing for Indian hockey. The reason is that victory is everything in the Indian sports culture...Just look at the level of competition in world hockey,"" he added.",https://www.news18.com/amp/olympics/our-target-is-to-win-gold-in-la28-hockey-india-president-dilip-tirkeys-formula-to-script-history-in-america-exclusive-9015829.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,News 18,Indian hockey team's bronze medal is equal to gold medal: Tirkey,False,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2024/08_aug/14_wed/img_1723656101684_146.jpg?,https://shrts.in/zQS63,2024-08-14 18:15:57,600,"sports,experiment,OLYMPICS_2024",sports,ENGLISH,,0,IN,10.98,,,,'We maintained momentum',Tap to know what more Dilip Tirkey said,True,https://www.news18.com/amp/olympics/our-target-is-to-win-gold-in-la28-hockey-india-president-dilip-tirkeys-formula-to-script-history-in-america-exclusive-9015829.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,,DEFAULT,"[{'type': 'TEXT', 'text': 'swipe left for more at News 18 / '}, {'type': 'TIME'}]","[{'type': 'TEXT', 'text': 'short by '}, {'type': 'TEXT', 'text': 'Arnab Mukherji '}]",0,1970-01-01T00:00:00Z,2024-08-15T18:11:35.274Z,[],"score:600,news:default,cat:sports,cat:experiment,cat:OLYMPICS_2024,hash:0",False,ENGLISH,,False,NEWS,False,USER_SPECIFIED_AUDIO,AUTO_PLAY_USER_SPECIFIED,False,0,False,False,False,"{'user_id': 'TEzH3iHxzBXqfOZSeyPEbxwkAA62', 'is_publisher_followed': False, 'show_follow_button': True}",,,,,False,2024-08-15,2024-08-14
saraswati-saree-s--160-crore-ipo-subscribed-107-times-on-last-day-1723657353044,uxizbbyu-1,Mansi Agarwal,"Saraswati Saree Depot's ₹160-crore IPO was subscribed 107.52 times on the third and final day (August 14) of the bidding. The non-institutional investor segment received 358.65 subscriptions, while qualified institutional buyers bought 64.12 times the reserved portion. The retail investor category received 61.88 subscriptions.",https://www.moneycontrol.com/news/business/ipo/saraswati-saree-depot-ipo-sees-massive-106-15-times-subscription-on-final-day-12796799.html/amp?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,Moneycontrol,Saraswati Saree's ₹160-crore IPO subscribed 107 times on last day,False,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2024/08_aug/14_wed/img_1723655259866_752.jpg?,https://shrts.in/3u4Rt,2024-08-14 17:42:33,600,"business,FINANCE","business,FINANCE",ENGLISH,,0,IN,11.0,,,,The IPO was launched on August 12,The price band was ₹152-160 per share,True,https://www.moneycontrol.com/news/business/ipo/saraswati-saree-depot-ipo-sees-massive-106-15-times-subscription-on-final-day-12796799.html/amp?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,,DEFAULT,"[{'type': 'TEXT', 'text': 'swipe left for more at Moneycontrol / '}, {'type': 'TIME'}]","[{'type': 'TEXT', 'text': 'short by '}, {'type': 'TEXT', 'text': 'Mansi Agarwal'}]",0,1970-01-01T00:00:00Z,2024-08-15T17:07:50.651Z,[],"score:600,news:default,cat:business,cat:FINANCE,hash:8",False,ENGLISH,,False,NEWS,False,USER_SPECIFIED_AUDIO,AUTO_PLAY_USER_SPECIFIED,False,0,False,False,False,"{'user_id': 'TEzH3iHxzBXqfOZSeyPEbxwkAA62', 'is_publisher_followed': False, 'show_follow_button': True}",,,,,False,2024-08-15,2024-08-14
which-new-stocks-were-among-the-top-picks-by-mutual-funds-in-july--1723616723818,lcprcyfc-1,Debaroti Adhikary,"12 stocks debuted in various mutual fund portfolios in July, according to Moneycontrol. Shares of Emcure Pharmaceuticals were the top pick as mutual funds bought its 65.9 lakh shares worth ₹861 crore. The stock was followed by Bansal Wire Industries and Pearl Global Industries whose shares worth ₹507 crore and ₹327 crore respectively were added to mutual funds in July.",https://www.moneycontrol.com/news/business/markets/mutual-fund-debut-stocks-july-12796067.html/amp?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,Moneycontrol,Which new stocks were among the top picks by mutual funds in July?,False,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2024/08_aug/14_wed/img_1723614750796_124.jpg?,https://shrts.in/YXXnD,2024-08-14 06:25:23,600,"business,FINANCE","business,FINANCE",ENGLISH,,0,IN,10.99,,,,Emcure Pharma's shares were listed in July,Tap to know more,True,https://www.moneycontrol.com/news/business/markets/mutual-fund-debut-stocks-july-12796067.html/amp?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,,DEFAULT,"[{'type': 'TEXT', 'text': 'swipe left for more at Moneycontrol / '}, {'type': 'TIME'}]","[{'type': 'TEXT', 'text': 'short by '}, {'type': 'TEXT', 'text': 'Debaroti Adhikary'}]",0,1970-01-01T00:00:00Z,2024-08-15T06:13:37.599Z,[],"score:600,news:default,cat:business,cat:FINANCE,hash:4",False,ENGLISH,,False,NEWS,False,USER_SPECIFIED_AUDIO,AUTO_PLAY_USER_SPECIFIED,False,0,False,False,False,"{'user_id': 'TEzH3iHxzBXqfOZSeyPEbxwkAA62', 'is_publisher_followed': False, 'show_follow_button': True}",,,,,False,2024-08-15,2024-08-14
ola-electric-shares-up-71--in-3-sessions--m-cap-crosses--51-000-cr-1723536879465,ukh5c3ti-1,Ashley Paul,"Ola Electric's shares have risen as much as 71% in three trading sessions since they were listed at ₹76/share on BSE on Friday. Ola Electric shares hit a high of ₹130/share on Tuesday after hitting upper circuit for two consecutive sessions on Friday and Monday. Additionally, Ola Electric's market capitalisation also crossed the ₹51,000-crore mark before its shares pared gains.",https://www.bseindia.com/stock-share-price/ola-electric-mobility-ltd/olaelec/544225/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,BSE,"Ola Electric shares up 71% in 3 sessions, m-cap crosses ₹51,000 cr",False,https://nis-gs.pix.in/inshorts/images/v1/variants/webp/m/2024/08_aug/13_tue/img_1723535189944_960.webp?,https://shrts.in/dmpvM,2024-08-13 08:14:39,600,"automobile,FINANCE,startup","startup,FINANCE,automobile",ENGLISH,,0,IN,10.92,,,,The shares fell to ₹107 at around 1:15,They hit a day's low of ₹105.16 on Tuesday,True,https://www.bseindia.com/stock-share-price/ola-electric-mobility-ltd/olaelec/544225/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,,DEFAULT,"[{'type': 'TEXT', 'text': 'swipe left for more at BSE / '}, {'type': 'TIME'}]","[{'type': 'TEXT', 'text': 'short by '}, {'type': 'TEXT', 'text': 'Ashley Paul'}]",0,1970-01-01T00:00:00Z,2024-08-14T07:47:02.341Z,[],"score:600,news:default,cat:automobile,cat:FINANCE,cat:startup,hash:4",False,ENGLISH,,False,NEWS,False,USER_SPECIFIED_AUDIO,AUTO_PLAY_USER_SPECIFIED,False,0,False,False,False,"{'user_id': 'TEzH3iHxzBXqfOZSeyPEbxwkAA62', 'is_publisher_followed': False, 'show_follow_button': True}",,,,,False,2024-08-15,2024-08-13
russia-s-belgorod-declares-emergency-amid-ukraine-s-kursk-offensive-1723647790208,5ydyv4l3-1,Disha Jana,"Russia's border region of Belgorod has declared an emergency following attacks by Ukraine. Belgorod Governor Vyacheslav Gladkov said the situation was ""extremely difficult"" due to daily shelling. This comes after Ukraine's cross-border attack in Russia's Kursk region last week, leading to mass evacuations and a state of emergency being declared there by Russian President Vladimir Putin.",https://www.dw.com/en/ukraine-updates-russias-belgorod-declares-emergency/live-69933774?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,DW News,Russia's Belgorod declares emergency amid Ukraine's Kursk offensive,False,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2024/08_aug/14_wed/img_1723645212920_695.jpg?,https://shrts.in/4BFf3,2024-08-14 15:03:10,600,"world,Russia-Ukraine_Conflict",russia-ukraine_conflict,ENGLISH,,0,IN,10.93,,,,'Planning military administration in Kursk',Ukrainian President Volodymyr Zelenskyy said,True,https://www.dw.com/en/ukraine-updates-russias-belgorod-declares-emergency/live-69933774?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,,DEFAULT,"[{'type': 'TEXT', 'text': 'swipe left for more at DW News / '}, {'type': 'TIME'}]","[{'type': 'TEXT', 'text': 'short by '}, {'type': 'TEXT', 'text': 'Disha Jana'}]",0,1970-01-01T00:00:00Z,2024-08-15T15:01:24.796Z,[],"score:600,news:default,cat:world,cat:Russia-Ukraine_Conflict,hash:8,noads:true",True,ENGLISH,,False,NEWS,False,USER_SPECIFIED_AUDIO,AUTO_PLAY_USER_SPECIFIED,False,0,False,False,False,"{'user_id': 'TEzH3iHxzBXqfOZSeyPEbxwkAA62', 'is_publisher_followed': False, 'show_follow_button': True}",,,,,False,2024-08-15,2024-08-14
putin-s-ex-bodyguard-given-charge-of-ukrainian-incursion-in-kursk-1723652548854,4awxw8zt-1,Disha Jana,"Russian President Vladimir Putin has assigned the responsibility of overseeing the Ukrainian offensive in the Kursk region to his former bodyguard, Alexei Dyumin, reports stated. Russia has sent reinforcements to try to quell the attack. Ukraine had launched the military offensive on August 6 but their authorities have stated that they don't intend to occupy Russian land. ",https://www.republicworld.com/world-news/putin-s-former-bodyguard-given-charge-to-handle-ukrainian-invasion-of-kursk-region?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,Republic World,Putin's ex-bodyguard given charge of Ukrainian incursion in Kursk,False,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2024/08_aug/14_wed/img_1723650450168_53.jpg?,https://shrts.in/D419g,2024-08-14 16:22:28,600,"world,Russia-Ukraine_Conflict",russia-ukraine_conflict,ENGLISH,,0,IN,10.94,,,,'Captured 1000 sq km of Russian territory',Ukraine has claimed,True,https://www.reuters.com/world/europe/ukraine-says-russia-tries-accuse-it-false-war-crimes-kursk-2024-08-12/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,,DEFAULT,"[{'type': 'TEXT', 'text': 'swipe left for more at Republic World / '}, {'type': 'TIME'}]","[{'type': 'TEXT', 'text': 'short by '}, {'type': 'TEXT', 'text': 'Disha Jana'}]",0,1970-01-01T00:00:00Z,2024-08-15T16:21:45.954Z,[],"score:600,news:default,cat:world,cat:Russia-Ukraine_Conflict,hash:5,noads:true",True,ENGLISH,,False,NEWS,False,USER_SPECIFIED_AUDIO,AUTO_PLAY_USER_SPECIFIED,False,0,False,False,False,"{'user_id': 'TEzH3iHxzBXqfOZSeyPEbxwkAA62', 'is_publisher_followed': False, 'show_follow_button': True}",,,,,False,2024-08-15,2024-08-14
